City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
207,kiama,-34.6833,150.8667,20.81,67,64,4.57,AU,1670285834
208,emerald,-23.5333,148.1667,29.63,47,0,3.91,AU,1670285782
209,coquimbo,-29.9533,-71.3436,15.85,88,20,3.6,CL,1670285596
210,valkeakoski,61.2642,24.0312,-4.2,95,100,3.6,FI,1670285836
211,souillac,-20.5167,57.5167,24.21,83,75,4.63,MU,1670285838
212,northam,51.0333,-4.2167,6.88,83,100,6.65,GB,1670285840
213,dicabisagan,17.0818,122.4157,25.59,87,82,3.19,PH,1670285843
214,concepcion del oro,24.6333,-101.4167,18.01,35,68,0.76,MX,1670285844
215,kilindoni,-7.9139,39.6668,26.58,77,85,4.75,TZ,1670285845
216,takoradi,4.8845,-1.7554,26.22,86,72,2.73,GH,1670285742
217,newport,51.5877,-2.9984,6.73,77,99,6.35,GB,1670285847
218,butterworth,5.3991,100.3638,27.41,91,20,1.03,MY,1670285849
219,itarema,-2.9248,-39.9167,26.4,78,35,7.3,BR,1670285732
220,sioux lookout,50.1001,-91.917,-21.96,77,75,2.06,CA,1670285743
221,lagoa,39.05,-27.9833,16.06,76,100,11.52,PT,1670285616
222,kavaratti,10.5669,72.642,27.22,71,65,0.88,IN,1670285857
223,nelson bay,-32.7167,152.15,22.03,73,78,5.36,AU,1670285857
224,yerofey pavlovich,53.9667,121.9667,-22.56,95,100,0.97,RU,1670285857
225,colombia,20.9881,-77.4297,20.98,71,0,3.39,CU,1670285652
226,itaituba,-4.2761,-55.9836,23.7,95,99,0.34,BR,1670285791
227,kerman,30.2832,57.0788,1.92,75,0,2.06,IR,1670285858
228,joao pinheiro,-17.7425,-46.1725,20.26,90,100,1.78,BR,1670285858
229,uvira,-3.4067,29.1458,20.81,85,99,2.3,CD,1670285769
230,cauquenes,-35.9671,-72.3225,16.15,50,0,2.87,CL,1670285859
231,saint-georges,12.0564,-61.7485,24.82,88,20,0.0,GD,1670285602
232,hambantota,6.1241,81.1185,24.38,85,100,2.09,LK,1670285859
233,kupang,-10.1667,123.5833,29.32,79,20,2.06,ID,1670285860
234,mporokoso,-9.3727,30.125,15.45,97,98,1.19,ZM,1670285860
235,chingola,-12.529,27.8838,16.02,92,100,1.72,ZM,1670285860
236,port hardy,50.6996,-127.4199,2.1,93,75,2.06,CA,1670285743
237,ciudad bolivar,8.1222,-63.5497,27.38,65,100,3.55,VE,1670285861
238,thinadhoo,0.5333,72.9333,27.14,75,87,3.05,MV,1670285861
239,deputatskiy,69.3,139.9,-33.3,96,100,1.01,RU,1670285861
240,limin khersonisou,35.3162,25.3928,15.58,77,40,5.14,GR,1670285862
241,quatre cocos,-20.2078,57.7625,24.06,81,73,6.88,MU,1670285862
242,baruun-urt,46.6806,113.2792,-14.61,68,19,7.2,MN,1670285862
243,eirunepe,-6.6603,-69.8736,26.06,74,61,0.79,BR,1670285863
244,ewa beach,21.3156,-158.0072,28.65,63,75,4.63,US,1670285863
245,yatou,37.15,122.3833,0.45,54,2,4.27,CN,1670285863
246,nova olinda do norte,-3.8881,-59.0942,23.66,87,92,1.35,BR,1670285864
247,saint-gaudens,43.0833,0.6667,3.9,77,100,1.65,FR,1670285864
248,batemans bay,-35.7167,150.1833,18.94,56,16,3.46,AU,1670285864
249,touros,-5.1989,-35.4608,26.07,75,10,5.79,BR,1670285865
250,sikonge,-5.6333,32.7667,19.31,75,100,1.18,TZ,1670285865
251,novikovo,51.1537,37.8879,-7.82,57,64,2.72,RU,1670285865
252,saint george,37.1041,-113.5841,14.41,59,40,3.6,US,1670285743
253,narsaq,60.9167,-46.05,-3.73,70,80,5.39,GL,1670285866
254,katsuura,35.1333,140.3,7.01,93,100,8.93,JP,1670285866
255,codrington,-38.2667,141.9667,15.08,63,18,4.49,AU,1670285866
256,itapaci,-14.9508,-49.5494,21.07,93,97,1.47,BR,1670285867
257,porto velho,-8.7619,-63.9039,24.03,94,40,1.03,BR,1670285867
258,williston,48.147,-103.618,-10.59,81,100,2.92,US,1670285763
259,acapulco,16.8634,-99.8901,27.9,78,0,3.09,MX,1670285677
260,yulara,-25.2406,130.9889,36.08,11,15,8.72,AU,1670285868
261,indramayu,-6.3264,108.32,27.12,78,100,1.73,ID,1670285829
262,rawson,-43.3002,-65.1023,22.67,40,88,7.04,AR,1670285868
263,carquefou,47.2982,-1.4902,5.04,75,75,4.63,FR,1670285868
264,bonavista,48.6499,-53.1147,2.33,92,99,5.34,CA,1670285869
265,tautira,-17.7333,-149.15,26.28,77,42,7.23,PF,1670285869
266,oyama,36.3,139.8,6.44,90,100,2.81,JP,1670285720
